GAME_ID,TEAM0_TEAM_ABBREVIATION,TEAM0_PTS,TEAM0_REB,TEAM0_AST,TEAM0_FG_PCT,TEAM0_TO,TEAM0_PLUS_MINUS,TEAM0_TEAM_ORDER,TEAM1_TEAM_ABBREVIATION,TEAM1_PTS,TEAM1_REB,TEAM1_AST,TEAM1_FG_PCT,TEAM1_TO,TEAM1_PLUS_MINUS,TEAM1_TEAM_ORDER,TEAM0_WIN,TEAM1_WIN,TEAM0_GAME_DATE,TEAM1_GAME_DATE,TEAM0_ELO,TEAM1_ELO
22400810,POR,141.0,57.0,37.0,0.586,,,0,CHA,88.0,37.0,19.0,0.347,,,1,1,0,2025-02-22,2025-02-22,,
22400811,BOS,118.0,49.0,27.0,0.495,,,0,NYK,105.0,40.0,21.0,0.435,,,1,1,0,2025-02-23,2025-02-23,,
22400812,DAL,102.0,41.0,24.0,0.463,,,0,GSW,126.0,54.0,30.0,0.48,,,1,0,1,2025-02-23,2025-02-23,,
22400813,LAC,111.0,32.0,23.0,0.447,,,0,IND,129.0,46.0,31.0,0.548,,,1,0,1,2025-02-23,2025-02-23,,
22400814,DET,148.0,37.0,39.0,0.591,,,0,ATL,143.0,40.0,30.0,0.5,,,1,1,0,2025-02-23,2025-02-23,,
22400815,WAS,90.0,36.0,22.0,0.41,,,0,ORL,110.0,47.0,25.0,0.444,,,1,0,1,2025-02-23,2025-02-23,,
22400816,TOR,127.0,49.0,30.0,0.489,,,0,PHX,109.0,37.0,22.0,0.506,,,1,1,0,2025-02-23,2025-02-23,,
22400817,MIA,113.0,46.0,25.0,0.466,,,0,MIL,120.0,40.0,25.0,0.512,,,1,0,1,2025-02-23,2025-02-23,,
22400818,SAS,96.0,46.0,29.0,0.33,,,0,NOP,114.0,69.0,27.0,0.447,,,1,0,1,2025-02-23,2025-02-23,,
22400819,MEM,123.0,37.0,28.0,0.457,,,0,CLE,129.0,57.0,25.0,0.465,,,1,0,1,2025-02-23,2025-02-23,,
22400820,OKC,130.0,37.0,32.0,0.558,,,0,MIN,123.0,44.0,23.0,0.438,,,1,1,0,2025-02-23,2025-02-23,,
22400821,LAC,97.0,48.0,24.0,0.402,,,0,DET,106.0,46.0,22.0,0.456,,,1,0,1,2025-02-24,2025-02-24,,
22400822,IND,116.0,32.0,29.0,0.471,,,0,DEN,125.0,46.0,39.0,0.564,,,1,0,1,2025-02-24,2025-02-24,,
22400823,CHI,142.0,44.0,32.0,0.506,,,0,PHI,110.0,47.0,19.0,0.389,,,1,1,0,2025-02-24,2025-02-24,,
22400824,BKN,99.0,39.0,25.0,0.393,,,0,WAS,107.0,37.0,26.0,0.5,,,1,0,1,2025-02-24,2025-02-24,,
22400825,ATL,98.0,50.0,29.0,0.455,,,0,MIA,86.0,45.0,15.0,0.321,,,1,1,0,2025-02-24,2025-02-24,,
22400826,OKC,128.0,53.0,27.0,0.425,,,0,MIN,131.0,54.0,29.0,0.454,,,1,0,1,2025-02-24,2025-02-24,,
22400827,POR,114.0,51.0,26.0,0.418,,,0,UTA,112.0,45.0,24.0,0.398,,,1,1,0,2025-02-24,2025-02-24,,
22400828,CHA,88.0,37.0,24.0,0.353,,,0,SAC,130.0,49.0,30.0,0.54,,,1,0,1,2025-02-24,2025-02-24,,
22400829,TOR,101.0,40.0,27.0,0.506,,,0,BOS,111.0,39.0,24.0,0.473,,,1,0,1,2025-02-25,2025-02-25,,
22400830,ORL,82.0,35.0,21.0,0.367,,,0,CLE,122.0,47.0,25.0,0.563,,,1,0,1,2025-02-25,2025-02-25,,
22400831,HOU,100.0,53.0,18.0,0.407,,,0,MIL,97.0,37.0,19.0,0.4,,,1,1,0,2025-02-25,2025-02-25,,
22400832,PHX,148.0,46.0,39.0,0.535,,,0,MEM,151.0,38.0,36.0,0.525,,,1,0,1,2025-02-25,2025-02-25,,
22400833,SAS,103.0,45.0,29.0,0.409,,,0,NOP,109.0,54.0,25.0,0.436,,,1,0,1,2025-02-25,2025-02-25,,
22400834,GSW,128.0,51.0,40.0,0.49,,,0,CHA,92.0,50.0,18.0,0.371,,,1,1,0,2025-02-25,2025-02-25,,
22400835,DAL,99.0,45.0,23.0,0.357,,,0,LAL,107.0,57.0,24.0,0.448,,,1,0,1,2025-02-25,2025-02-25,,
22400836,BOS,97.0,32.0,21.0,0.413,,,0,DET,117.0,51.0,29.0,0.528,,,1,0,1,2025-02-26,2025-02-26,,
22400837,TOR,91.0,40.0,23.0,0.425,,,0,IND,111.0,41.0,28.0,0.531,,,1,0,1,2025-02-26,2025-02-26,,
22400838,NYK,110.0,43.0,22.0,0.519,,,0,PHI,105.0,35.0,21.0,0.443,,,1,1,0,2025-02-26,2025-02-26,,
22400839,POR,129.0,46.0,27.0,0.446,,,0,WAS,121.0,41.0,25.0,0.518,,,1,1,0,2025-02-26,2025-02-26,,
22400840,BKN,121.0,46.0,31.0,0.409,,,0,OKC,129.0,45.0,27.0,0.533,,,1,0,1,2025-02-26,2025-02-26,,
22400841,ATL,109.0,33.0,29.0,0.506,,,0,MIA,131.0,35.0,39.0,0.592,,,1,0,1,2025-02-26,2025-02-26,,
22400842,CHI,117.0,41.0,35.0,0.489,,,0,LAC,122.0,44.0,33.0,0.518,,,1,0,1,2025-02-26,2025-02-26,,
22400843,UTA,101.0,34.0,32.0,0.452,,,0,SAC,118.0,47.0,28.0,0.529,,,1,0,1,2025-02-26,2025-02-26,,
22400844,SAS,106.0,41.0,28.0,0.42,,,0,HOU,118.0,60.0,22.0,0.471,,,1,0,1,2025-02-26,2025-02-26,,
22400845,GSW,121.0,38.0,26.0,0.456,,,0,ORL,115.0,46.0,23.0,0.506,,,1,1,0,2025-02-27,2025-02-27,,
22400846,MIL,121.0,48.0,25.0,0.467,,,0,DEN,112.0,55.0,28.0,0.448,,,1,1,0,2025-02-27,2025-02-27,,
22400847,DAL,103.0,48.0,23.0,0.412,,,0,CHA,96.0,56.0,25.0,0.408,,,1,1,0,2025-02-27,2025-02-27,,
22400848,PHX,116.0,52.0,29.0,0.468,,,0,NOP,124.0,50.0,25.0,0.481,,,1,0,1,2025-02-27,2025-02-27,,
22400849,MIN,102.0,41.0,25.0,0.417,,,0,LAL,111.0,52.0,21.0,0.415,,,1,0,1,2025-02-27,2025-02-27,,
22400850,DET,119.0,42.0,32.0,0.455,,,0,DEN,134.0,50.0,28.0,0.56,,,1,0,1,2025-02-28,2025-02-28,,
22400851,ATL,119.0,46.0,27.0,0.489,,,0,OKC,135.0,43.0,37.0,0.505,,,1,0,1,2025-02-28,2025-02-28,,
22400852,CLE,123.0,44.0,23.0,0.479,,,0,BOS,116.0,40.0,20.0,0.483,,,1,1,0,2025-02-28,2025-02-28,,
22400853,BKN,102.0,45.0,20.0,0.414,,,0,POR,121.0,36.0,31.0,0.577,,,1,0,1,2025-02-28,2025-02-28,,
22400854,MIA,125.0,39.0,34.0,0.571,,,0,IND,120.0,30.0,35.0,0.534,,,1,1,0,2025-02-28,2025-02-28,,
22400855,TOR,115.0,51.0,30.0,0.417,,,0,CHI,125.0,45.0,32.0,0.446,,,1,0,1,2025-02-28,2025-02-28,,
22400856,NYK,114.0,35.0,29.0,0.463,,,0,MEM,113.0,58.0,26.0,0.468,,,1,1,0,2025-02-28,2025-02-28,,
22400857,PHX,125.0,35.0,35.0,0.595,,,0,NOP,108.0,35.0,28.0,0.506,,,1,1,0,2025-02-28,2025-02-28,,
22400858,UTA,117.0,60.0,35.0,0.511,,,0,MIN,116.0,40.0,35.0,0.436,,,1,1,0,2025-02-28,2025-02-28,,
22400859,LAC,102.0,44.0,25.0,0.448,,,0,LAL,106.0,39.0,19.0,0.488,,,1,0,1,2025-02-28,2025-02-28,,
22400860,WAS,113.0,48.0,33.0,0.455,,,0,CHA,100.0,44.0,28.0,0.441,,,1,1,0,2025-03-01,2025-03-01,,
22400861,BKN,94.0,38.0,19.0,0.305,,,0,DET,115.0,47.0,31.0,0.542,,,1,0,1,2025-03-01,2025-03-01,,
22400862,SAC,113.0,46.0,21.0,0.506,,,0,HOU,103.0,43.0,18.0,0.43,,,1,1,0,2025-03-01,2025-03-01,,
22400863,SAS,130.0,42.0,33.0,0.521,,,0,MEM,128.0,41.0,31.0,0.526,,,1,1,0,2025-03-01,2025-03-01,,
22400864,GSW,119.0,49.0,33.0,0.46,,,0,PHI,126.0,40.0,27.0,0.529,,,1,0,1,2025-03-01,2025-03-01,,
22400865,MIL,132.0,52.0,33.0,0.506,,,0,DAL,117.0,33.0,25.0,0.473,,,1,1,0,2025-03-01,2025-03-01,,
22400866,BOS,110.0,45.0,26.0,0.474,,,0,DEN,103.0,38.0,27.0,0.477,,,1,1,0,2025-03-02,2025-03-02,,
22400867,POR,129.0,46.0,25.0,0.438,,,0,CLE,133.0,47.0,27.0,0.433,,,1,0,1,2025-03-02,2025-03-02,,
22400868,CHI,112.0,42.0,24.0,0.5,,,0,IND,127.0,36.0,34.0,0.552,,,1,0,1,2025-03-02,2025-03-02,,
22400869,NYK,116.0,46.0,27.0,0.484,,,0,MIA,112.0,34.0,29.0,0.536,,,1,1,0,2025-03-02,2025-03-02,,
22400870,TOR,104.0,40.0,22.0,0.463,,,0,ORL,102.0,35.0,17.0,0.448,,,1,1,0,2025-03-02,2025-03-02,,
22400871,SAS,132.0,35.0,36.0,0.56,,,0,OKC,146.0,45.0,34.0,0.545,,,1,0,1,2025-03-02,2025-03-02,,
22400872,NOP,128.0,48.0,35.0,0.52,,,0,UTA,121.0,41.0,35.0,0.479,,,1,1,0,2025-03-02,2025-03-02,,
22400873,MIN,116.0,35.0,28.0,0.424,,,0,PHX,98.0,57.0,24.0,0.438,,,1,1,0,2025-03-02,2025-03-02,,
22400874,LAL,108.0,41.0,21.0,0.494,,,0,LAC,102.0,40.0,24.0,0.432,,,1,1,0,2025-03-02,2025-03-02,,
22400875,GSW,119.0,54.0,33.0,0.421,,,0,CHA,101.0,47.0,20.0,0.395,,,1,1,0,2025-03-03,2025-03-03,,
22400876,PHI,102.0,43.0,27.0,0.432,,,0,POR,119.0,61.0,26.0,0.485,,,1,0,1,2025-03-03,2025-03-03,,
22400877,MIA,106.0,48.0,31.0,0.476,,,0,WAS,90.0,43.0,22.0,0.369,,,1,1,0,2025-03-03,2025-03-03,,
22400878,MEM,130.0,43.0,36.0,0.505,,,0,ATL,132.0,32.0,35.0,0.573,,,1,0,1,2025-03-03,2025-03-03,,
22400879,HOU,128.0,49.0,20.0,0.485,,,0,OKC,137.0,49.0,31.0,0.495,,,1,0,1,2025-03-03,2025-03-03,,
22400880,SAC,122.0,37.0,34.0,0.522,,,0,DAL,98.0,37.0,28.0,0.455,,,1,1,0,2025-03-03,2025-03-03,,
22400881,UTA,106.0,41.0,19.0,0.427,,,0,DET,134.0,39.0,32.0,0.554,,,1,0,1,2025-03-03,2025-03-03,,
22400882,IND,115.0,35.0,34.0,0.512,,,0,HOU,102.0,58.0,22.0,0.408,,,1,1,0,2025-03-04,2025-03-04,,
22400883,ORL,113.0,35.0,28.0,0.482,,,0,TOR,114.0,48.0,28.0,0.475,,,1,0,1,2025-03-04,2025-03-04,,
22400884,MIL,127.0,51.0,27.0,0.51,,,0,ATL,121.0,47.0,33.0,0.455,,,1,1,0,2025-03-04,2025-03-04,,
22400885,NYK,102.0,42.0,26.0,0.446,,,0,GSW,114.0,44.0,30.0,0.489,,,1,0,1,2025-03-04,2025-03-04,,
22400886,CHI,117.0,50.0,32.0,0.443,,,0,CLE,139.0,53.0,27.0,0.469,,,1,0,1,2025-03-04,2025-03-04,,
22400887,PHI,112.0,36.0,22.0,0.488,,,0,MIN,126.0,37.0,29.0,0.568,,,1,0,1,2025-03-04,2025-03-04,,
22400888,SAS,127.0,46.0,37.0,0.547,,,0,BKN,113.0,40.0,29.0,0.453,,,1,1,0,2025-03-04,2025-03-04,,
22400889,LAC,117.0,37.0,29.0,0.518,,,0,PHX,119.0,37.0,31.0,0.513,,,1,0,1,2025-03-04,2025-03-04,,
22400890,LAL,136.0,51.0,32.0,0.533,,,0,NOP,115.0,35.0,29.0,0.495,,,1,1,0,2025-03-04,2025-03-04,,
22400891,BOS,128.0,52.0,24.0,0.464,,,0,POR,118.0,39.0,19.0,0.5,,,1,1,0,2025-03-05,2025-03-05,,
22400892,MIN,125.0,43.0,27.0,0.489,,,0,CHA,110.0,57.0,26.0,0.442,,,1,1,0,2025-03-05,2025-03-05,,
22400893,MIA,107.0,42.0,29.0,0.434,,,0,CLE,112.0,47.0,26.0,0.471,,,1,0,1,2025-03-05,2025-03-05,,
22400894,WAS,125.0,45.0,32.0,0.442,,,0,UTA,122.0,58.0,21.0,0.465,,,1,1,0,2025-03-05,2025-03-05,,
22400895,OKC,120.0,39.0,27.0,0.506,,,0,MEM,103.0,49.0,21.0,0.407,,,1,1,0,2025-03-05,2025-03-05,,
22400896,SAC,110.0,45.0,22.0,0.458,,,0,DEN,116.0,46.0,28.0,0.46,,,1,0,1,2025-03-05,2025-03-05,,
22400897,DAL,107.0,30.0,30.0,0.459,,,0,MIL,137.0,55.0,29.0,0.584,,,1,0,1,2025-03-05,2025-03-05,,
22400898,DET,115.0,34.0,27.0,0.523,,,0,LAC,123.0,33.0,18.0,0.55,,,1,0,1,2025-03-05,2025-03-05,,
22400899,IND,118.0,42.0,27.0,0.484,,,0,ATL,124.0,43.0,32.0,0.532,,,1,0,1,2025-03-06,2025-03-06,,
22400900,PHI,105.0,45.0,29.0,0.421,,,0,BOS,123.0,46.0,32.0,0.505,,,1,0,1,2025-03-06,2025-03-06,,
22400901,GSW,121.0,45.0,31.0,0.488,,,0,BKN,119.0,32.0,30.0,0.506,,,1,1,0,2025-03-06,2025-03-06,,
22400902,HOU,109.0,41.0,33.0,0.568,,,0,NOP,97.0,41.0,17.0,0.373,,,1,1,0,2025-03-06,2025-03-06,,
22400903,LAL,113.0,49.0,25.0,0.427,,,0,NYK,109.0,46.0,20.0,0.394,,,1,1,0,2025-03-06,2025-03-06,,
22400904,CHA,117.0,43.0,29.0,0.478,,,0,CLE,118.0,45.0,16.0,0.421,,,1,0,1,2025-03-07,2025-03-07,,
22400905,TOR,118.0,48.0,27.0,0.385,,,0,UTA,109.0,56.0,21.0,0.464,,,1,1,0,2025-03-07,2025-03-07,,
22400906,DAL,111.0,45.0,24.0,0.385,,,0,MEM,122.0,59.0,28.0,0.472,,,1,0,1,2025-03-07,2025-03-07,,
22400907,MIA,104.0,41.0,29.0,0.461,,,0,MIN,106.0,43.0,28.0,0.494,,,1,0,1,2025-03-07,2025-03-07,,
22400908,OKC,107.0,43.0,25.0,0.464,,,0,POR,89.0,53.0,15.0,0.347,,,1,1,0,2025-03-07,2025-03-07,,
22400909,DEN,149.0,38.0,45.0,0.588,,,0,PHX,141.0,39.0,36.0,0.56,,,1,1,0,2025-03-07,2025-03-07,,
22400910,SAS,109.0,36.0,27.0,0.46,,,0,SAC,127.0,51.0,31.0,0.51,,,1,0,1,2025-03-07,2025-03-07,,
22400911,LAC,105.0,47.0,23.0,0.42,,,0,NYK,95.0,53.0,25.0,0.385,,,1,1,0,2025-03-07,2025-03-07,,
22400912,CHA,105.0,50.0,25.0,0.408,,,0,BKN,102.0,37.0,20.0,0.463,,,1,1,0,2025-03-08,2025-03-08,,
22400913,HOU,146.0,48.0,32.0,0.556,,,0,NOP,117.0,44.0,29.0,0.485,,,1,1,0,2025-03-08,2025-03-08,,
22400914,IND,118.0,41.0,29.0,0.436,,,0,ATL,120.0,48.0,23.0,0.464,,,1,0,1,2025-03-08,2025-03-08,,
22400915,WAS,118.0,50.0,29.0,0.44,,,0,TOR,117.0,49.0,24.0,0.421,,,1,1,0,2025-03-08,2025-03-08,,
22400916,CHI,114.0,51.0,27.0,0.455,,,0,MIA,109.0,44.0,25.0,0.423,,,1,1,0,2025-03-08,2025-03-08,,
22400917,MIL,109.0,38.0,17.0,0.547,,,0,ORL,111.0,34.0,19.0,0.512,,,1,0,1,2025-03-08,2025-03-08,,
22400918,LAL,101.0,45.0,18.0,0.448,,,0,BOS,111.0,43.0,24.0,0.476,,,1,0,1,2025-03-08,2025-03-08,,
22400919,GSW,115.0,46.0,26.0,0.417,,,0,DET,110.0,44.0,17.0,0.459,,,1,1,0,2025-03-08,2025-03-08,,
22400920,OKC,127.0,56.0,25.0,0.489,,,0,DEN,103.0,48.0,22.0,0.412,,,1,1,0,2025-03-09,2025-03-09,,
22400921,PHX,125.0,46.0,33.0,0.583,,,0,DAL,116.0,32.0,29.0,0.489,,,1,1,0,2025-03-09,2025-03-09,,
22400922,MIL,100.0,50.0,17.0,0.429,,,0,CLE,112.0,44.0,25.0,0.443,,,1,0,1,2025-03-09,2025-03-09,,
22400923,MEM,107.0,57.0,24.0,0.414,,,0,NOP,104.0,39.0,24.0,0.412,,,1,1,0,2025-03-09,2025-03-09,,
22400924,UTA,122.0,44.0,25.0,0.419,,,0,PHI,126.0,50.0,27.0,0.448,,,1,0,1,2025-03-09,2025-03-09,,
22400925,SAS,124.0,36.0,26.0,0.553,,,0,MIN,141.0,42.0,38.0,0.558,,,1,0,1,2025-03-09,2025-03-09,,
22400926,POR,112.0,41.0,17.0,0.387,,,0,DET,119.0,54.0,22.0,0.494,,,1,0,1,2025-03-09,2025-03-09,,
22400927,LAC,111.0,38.0,23.0,0.531,,,0,SAC,110.0,48.0,27.0,0.46,,,1,1,0,2025-03-09,2025-03-09,,
22400928,PHI,123.0,31.0,29.0,0.505,,,0,ATL,132.0,48.0,34.0,0.541,,,1,0,1,2025-03-10,2025-03-10,,
22400929,UTA,108.0,48.0,29.0,0.453,,,0,BOS,114.0,47.0,28.0,0.43,,,1,0,1,2025-03-10,2025-03-10,,
22400930,LAL,108.0,43.0,31.0,0.435,,,0,BKN,111.0,47.0,22.0,0.411,,,1,0,1,2025-03-10,2025-03-10,,
22400931,MIA,102.0,46.0,24.0,0.459,,,0,CHA,105.0,36.0,26.0,0.419,,,1,0,1,2025-03-10,2025-03-10,,
22400932,WAS,104.0,54.0,25.0,0.362,,,0,TOR,119.0,73.0,26.0,0.394,,,1,0,1,2025-03-10,2025-03-10,,
22400933,IND,103.0,39.0,30.0,0.396,,,0,CHI,121.0,56.0,30.0,0.5,,,1,0,1,2025-03-10,2025-03-10,,
22400934,ORL,84.0,42.0,15.0,0.326,,,0,HOU,97.0,63.0,20.0,0.393,,,1,0,1,2025-03-10,2025-03-10,,
22400935,MEM,120.0,39.0,26.0,0.465,,,0,PHX,118.0,46.0,31.0,0.456,,,1,1,0,2025-03-10,2025-03-10,,
22400936,DEN,140.0,43.0,32.0,0.605,,,0,OKC,127.0,37.0,29.0,0.47,,,1,1,0,2025-03-10,2025-03-10,,
22400937,SAS,129.0,38.0,29.0,0.521,,,0,DAL,133.0,40.0,25.0,0.534,,,1,0,1,2025-03-10,2025-03-10,,
22400938,GSW,130.0,40.0,35.0,0.529,,,0,POR,120.0,43.0,31.0,0.484,,,1,1,0,2025-03-10,2025-03-10,,
22400939,SAC,104.0,37.0,18.0,0.419,,,0,NYK,133.0,40.0,34.0,0.536,,,1,0,1,2025-03-10,2025-03-10,,
22400940,CLE,109.0,48.0,23.0,0.438,,,0,BKN,104.0,38.0,31.0,0.464,,,1,1,0,2025-03-11,2025-03-11,,
22400941,DET,123.0,61.0,29.0,0.462,,,0,WAS,103.0,47.0,20.0,0.402,,,1,1,0,2025-03-11,2025-03-11,,
22400942,IND,115.0,38.0,30.0,0.506,,,0,MIL,114.0,44.0,32.0,0.512,,,1,1,0,2025-03-11,2025-03-11,,
22400943,NOP,127.0,46.0,34.0,0.553,,,0,LAC,120.0,34.0,34.0,0.5,,,1,1,0,2025-03-11,2025-03-11,,
22400944,ORL,123.0,33.0,26.0,0.46,,,0,CHI,125.0,48.0,25.0,0.5,,,1,0,1,2025-03-06,2025-03-06,,
22400945,CHA,110.0,47.0,29.0,0.455,,,0,ATL,123.0,43.0,26.0,0.42,,,1,0,1,2025-03-12,2025-03-12,,
22400946,OKC,118.0,44.0,19.0,0.488,,,0,BOS,112.0,41.0,25.0,0.436,,,1,1,0,2025-03-12,2025-03-12,,
22400947,TOR,118.0,59.0,33.0,0.44,,,0,PHI,105.0,40.0,19.0,0.427,,,1,1,0,2025-03-12,2025-03-12,,
22400948,MIA,104.0,29.0,27.0,0.476,,,0,LAC,119.0,45.0,24.0,0.592,,,1,0,1,2025-03-12,2025-03-12,,
22400949,HOU,111.0,38.0,25.0,0.455,,,0,PHX,104.0,37.0,22.0,0.534,,,1,1,0,2025-03-12,2025-03-12,,
22400950,MEM,122.0,39.0,30.0,0.457,,,0,UTA,115.0,60.0,24.0,0.467,,,1,1,0,2025-03-12,2025-03-12,,
22400951,DAL,116.0,31.0,30.0,0.556,,,0,SAS,126.0,47.0,32.0,0.532,,,1,0,1,2025-03-12,2025-03-12,,
22400952,DEN,95.0,42.0,20.0,0.404,,,0,MIN,115.0,48.0,31.0,0.478,,,1,0,1,2025-03-12,2025-03-12,,
22400953,POR,113.0,52.0,20.0,0.444,,,0,NYK,114.0,38.0,27.0,0.468,,,1,0,1,2025-03-12,2025-03-12,,
22400954,WAS,129.0,47.0,30.0,0.478,,,0,DET,125.0,41.0,23.0,0.459,,,1,1,0,2025-03-13,2025-03-13,,
22400955,MIL,126.0,48.0,30.0,0.477,,,0,LAL,106.0,38.0,18.0,0.437,,,1,1,0,2025-03-13,2025-03-13,,
22400956,BKN,110.0,50.0,32.0,0.448,,,0,CHI,116.0,47.0,24.0,0.456,,,1,0,1,2025-03-13,2025-03-13,,
22400957,GSW,130.0,43.0,35.0,0.577,,,0,SAC,104.0,30.0,25.0,0.468,,,1,1,0,2025-03-13,2025-03-13,,
22400958,MIA,91.0,38.0,18.0,0.453,,,0,BOS,103.0,41.0,18.0,0.434,,,1,0,1,2025-03-14,2025-03-14,,
22400959,IND,112.0,45.0,31.0,0.494,,,0,PHI,100.0,43.0,13.0,0.451,,,1,1,0,2025-03-14,2025-03-14,,
22400960,LAC,121.0,40.0,27.0,0.547,,,0,ATL,98.0,44.0,25.0,0.42,,,1,1,0,2025-03-14,2025-03-14,,
22400961,HOU,133.0,67.0,27.0,0.514,,,0,DAL,96.0,34.0,14.0,0.415,,,1,1,0,2025-03-14,2025-03-14,,
22400962,CLE,133.0,43.0,32.0,0.5,,,0,MEM,124.0,45.0,25.0,0.495,,,1,1,0,2025-03-14,2025-03-14,,
22400963,MIN,118.0,45.0,26.0,0.525,,,0,ORL,111.0,31.0,18.0,0.449,,,1,1,0,2025-03-14,2025-03-14,,
22400964,SAS,134.0,36.0,27.0,0.505,,,0,CHA,145.0,34.0,42.0,0.6,,,1,0,1,2025-03-14,2025-03-14,,
22400965,LAL,126.0,47.0,32.0,0.467,,,0,DEN,131.0,39.0,30.0,0.518,,,1,0,1,2025-03-14,2025-03-14,,
22400966,UTA,118.0,35.0,23.0,0.438,,,0,TOR,126.0,51.0,28.0,0.484,,,1,0,1,2025-03-14,2025-03-14,,
22400967,PHX,122.0,34.0,33.0,0.519,,,0,SAC,106.0,40.0,25.0,0.494,,,1,1,0,2025-03-14,2025-03-14,,
22400968,BOS,115.0,38.0,29.0,0.524,,,0,BKN,113.0,45.0,34.0,0.467,,,1,1,0,2025-03-15,2025-03-15,,
22400969,DET,107.0,39.0,29.0,0.477,,,0,OKC,113.0,44.0,17.0,0.483,,,1,0,1,2025-03-15,2025-03-15,,
22400970,CHI,114.0,36.0,24.0,0.462,,,0,HOU,117.0,54.0,24.0,0.449,,,1,0,1,2025-03-15,2025-03-15,,
22400971,MIA,91.0,37.0,24.0,0.398,,,0,MEM,125.0,51.0,31.0,0.554,,,1,0,1,2025-03-15,2025-03-15,,
22400972,MIL,126.0,45.0,28.0,0.544,,,0,IND,119.0,32.0,29.0,0.479,,,1,1,0,2025-03-15,2025-03-15,,
22400973,NOP,115.0,52.0,34.0,0.5,,,0,SAS,119.0,37.0,26.0,0.464,,,1,0,1,2025-03-15,2025-03-15,,
22400974,NYK,94.0,49.0,20.0,0.43,,,0,GSW,97.0,45.0,25.0,0.398,,,1,0,1,2025-03-15,2025-03-15,,
22400975,DEN,123.0,42.0,40.0,0.505,,,0,WAS,126.0,44.0,34.0,0.484,,,1,0,1,2025-03-15,2025-03-15,,
22400976,DAL,125.0,45.0,26.0,0.529,,,0,PHI,130.0,39.0,21.0,0.522,,,1,0,1,2025-03-16,2025-03-16,,
22400977,LAL,107.0,40.0,22.0,0.432,,,0,PHX,96.0,51.0,25.0,0.393,,,1,1,0,2025-03-16,2025-03-16,,
22400978,ATL,114.0,38.0,27.0,0.467,,,0,BKN,122.0,40.0,33.0,0.478,,,1,0,1,2025-03-16,2025-03-16,,
22400979,CLE,103.0,48.0,21.0,0.417,,,0,ORL,108.0,47.0,21.0,0.42,,,1,0,1,2025-03-16,2025-03-16,,
22400980,POR,105.0,51.0,21.0,0.409,,,0,TOR,102.0,47.0,29.0,0.404,,,1,1,0,2025-03-16,2025-03-16,,
22400981,UTA,102.0,44.0,23.0,0.433,,,0,MIN,128.0,49.0,30.0,0.495,,,1,0,1,2025-03-16,2025-03-16,,
22400982,OKC,121.0,50.0,30.0,0.517,,,0,MIL,105.0,34.0,21.0,0.398,,,1,1,0,2025-03-16,2025-03-16,,
22400983,WAS,93.0,49.0,24.0,0.34,,,0,LAC,110.0,55.0,29.0,0.455,,,1,0,1,2025-01-23,2025-01-23,,
22400984,MIA,95.0,39.0,23.0,0.476,,,0,NYK,116.0,41.0,30.0,0.495,,,1,0,1,2025-03-17,2025-03-17,,
22400985,PHI,137.0,35.0,21.0,0.505,,,0,HOU,144.0,58.0,35.0,0.477,,,1,0,1,2025-03-17,2025-03-17,,
22400986,MIN,130.0,44.0,25.0,0.454,,,0,IND,132.0,48.0,28.0,0.495,,,1,0,1,2025-03-17,2025-03-17,,
22400987,NOP,81.0,39.0,18.0,0.326,,,0,DET,127.0,50.0,33.0,0.548,,,1,0,1,2025-03-17,2025-03-17,,
22400988,ORL,116.0,41.0,28.0,0.478,,,0,SAS,105.0,38.0,24.0,0.494,,,1,1,0,2025-04-01,2025-04-01,,
22400989,CHI,111.0,49.0,29.0,0.433,,,0,UTA,97.0,48.0,20.0,0.407,,,1,1,0,2025-03-17,2025-03-17,,
22400990,DEN,114.0,53.0,32.0,0.467,,,0,GSW,105.0,38.0,24.0,0.488,,,1,1,0,2025-03-17,2025-03-17,,
22400991,PHX,129.0,54.0,34.0,0.511,,,0,TOR,89.0,40.0,20.0,0.356,,,1,1,0,2025-03-17,2025-03-17,,
22400992,MEM,122.0,48.0,24.0,0.489,,,0,SAC,132.0,38.0,35.0,0.523,,,1,0,1,2025-03-17,2025-03-17,,
22400993,ATL,134.0,46.0,27.0,0.538,,,0,CHA,102.0,39.0,25.0,0.452,,,1,1,0,2025-03-18,2025-03-18,,
22400994,BKN,96.0,39.0,21.0,0.409,,,0,BOS,104.0,48.0,24.0,0.443,,,1,0,1,2025-03-18,2025-03-18,,
22400995,POR,112.0,50.0,25.0,0.424,,,0,WAS,97.0,49.0,27.0,0.413,,,1,1,0,2025-03-17,2025-03-17,,
22400996,LAL,89.0,50.0,26.0,0.415,,,0,MIL,118.0,41.0,24.0,0.476,,,1,0,1,2025-03-20,2025-03-20,,
22400997,CLE,119.0,29.0,29.0,0.489,,,0,LAC,132.0,49.0,28.0,0.548,,,1,0,1,2025-03-18,2025-03-18,,
22400998,IND,135.0,38.0,29.0,0.549,,,0,DAL,131.0,41.0,23.0,0.545,,,1,1,0,2025-03-19,2025-03-19,,
22400999,ORL,108.0,41.0,23.0,0.446,,,0,HOU,116.0,46.0,18.0,0.469,,,1,0,1,2025-03-19,2025-03-19,,
22401000,MIA,113.0,37.0,24.0,0.489,,,0,DET,116.0,47.0,25.0,0.505,,,1,0,1,2025-03-19,2025-03-19,,
